date,small_text,event_name,date_dt,year,state,city,lat,lon
2025-07-10," Sharonville, OH, United States | Main Tournament | July 10, 2025",Arcade Legacy's Thursday Throwdown,2025-07-10,2025,OH,Sharonville,39.2681136,-84.4132746
2021-11-05," Berea, OH, United States | Main Tournament | November 5, 2021",Kidforce Friday Night Knockout,2021-11-05,2021,OH,Berea,41.3661614,-81.8543026
2021-11-02," Columbus, OH, United States | Main Tournament | November 2, 2021",Level One Tuesday Night Knockout,2021-11-02,2021,OH,Columbus,39.9625112,-83.0032218
2021-10-31," Worthington, OH, United States | Main Tournament | October 31, 2021",Stern Army - J&D's Place - Knockout,2021-10-31,2021,OH,Worthington,40.0931191,-83.017962
2021-10-31," Cleveland, OH, United States | Main Tournament | October 31, 2021",Superelectric Pinball Battle,2021-10-31,2021,OH,Cleveland,41.49932,-81.6943605
2021-10-30," Columbus, OH, United States | Main Tournament | October 30, 2021",League Super Awesome Monthly Tournament Series,2021-10-30,2021,OH,Columbus,39.9625112,-83.0032218
2021-10-29," Berea, OH, United States | Main Tournament | October 29, 2021",Kidforce Friday Night Knockout,2021-10-29,2021,OH,Berea,41.3661614,-81.8543026
2021-10-24," Worthington, OH, United States | Main Tournament | October 24, 2021",Stern Army - J&D's Place - Knockout,2021-10-24,2021,OH,Worthington,40.0931191,-83.017962
2021-10-24," Toledo, OH, United States | Main Tournament | October 24, 2021",The basement: toledo's geekeasy pinball,2021-10-24,2021,OH,Toledo,41.6528052,-83.5378674
2021-10-23," Middleburg Heights, OH, United States | Main Tournament | October 23, 2021",Southland Lanes Knockout,2021-10-23,2021,OH,Middleburg Heights,41.3614401,-81.812912
2021-10-22," Berea, OH, United States | Main Tournament | October 22, 2021",Kidforce Friday Night Knockout,2021-10-22,2021,OH,Berea,41.3661614,-81.8543026
2021-10-22," Columbus, OH, United States | Womens Division | October 22, 2021",Awesome Ladies Flipper Frenzy,2021-10-22,2021,OH,Columbus,39.9625112,-83.0032218
2021-10-20," Columbus, OH, United States | League | October 20, 2021",Belles and Chimes Columbus Season 4 Finals,2021-10-20,2021,OH,Columbus,39.9625112,-83.0032218
2021-10-19," Columbus, OH, United States | Main Tournament | October 19, 2021",Level One Tuesday Night Knockout,2021-10-19,2021,OH,Columbus,39.9625112,-83.0032218
2021-08-23," Columbus, OH, United States | League | August 23, 2021 to October 18, 2021",Level One Silverball League Fall,2021-08-23,2021,OH,Columbus,39.9625112,-83.0032218
2021-10-15," Berea, OH, United States | Main Tournament | October 15, 2021",Kidforce Friday Night Knockout,2021-10-15,2021,OH,Berea,41.3661614,-81.8543026
2021-09-08," Worthington, OH, United States | League | September 8, 2021 to October 13, 2021",Belles and Chimes Columbus League,2021-09-08,2021,OH,Worthington,40.0931191,-83.017962
2021-10-10," Toledo, OH, United States | Main Tournament | October 10, 2021",The basement: toledo's geekeasy pinball,2021-10-10,2021,OH,Toledo,41.6528052,-83.5378674
2021-10-09," Middleburg Heights, OH, United States | Main Tournament | October 9, 2021",Southland Lanes Knockout,2021-10-09,2021,OH,Middleburg Heights,41.3614401,-81.812912
2021-10-09," Columbus, OH, United States | Main Tournament | October 9, 2021",Level One Showdown,2021-10-09,2021,OH,Columbus,39.9625112,-83.0032218
2021-10-08," Berea, OH, United States | Main Tournament | October 8, 2021",Kidforce Friday Night Knockout,2021-10-08,2021,OH,Berea,41.3661614,-81.8543026
2021-10-06," Cincinnati, OH, United States | Main Tournament | October 6, 2021",Wondercade What The Flip Frenzy Tournament,2021-10-06,2021,OH,Cincinnati,39.1031182,-84.5120196
2021-10-05," Columbus, OH, United States | Main Tournament | October 5, 2021",Level One Tuesday Night Knockout,2021-10-05,2021,OH,Columbus,39.9625112,-83.0032218
2021-10-04," Hamilton, OH, United States | Main Tournament | October 4, 2021",Stern Army Pinball Garage x Arcade Legacy III,2021-10-04,2021,OH,Hamilton,39.3988679,-84.5587838
2021-10-02," Worthington, OH, United States | Main Tournament | October 2, 2021",Mandalorian launch party - Columbus,2021-10-02,2021,OH,Worthington,40.0931191,-83.017962
2021-10-01," Berea, OH, United States | Main Tournament | October 1, 2021",Kidforce Friday Night Knockout,2021-10-01,2021,OH,Berea,41.3661614,-81.8543026
2021-08-12," Columbus, OH, United States | League | August 12, 2021 to September 30, 2021",League Super Awesome,2021-08-12,2021,OH,Columbus,39.9625112,-83.0032218
2020-02-02," Cleveland, OH, United States | League | February 2, 2020 to September 29, 2021",Cleveland Pinball League,2020-02-02,2020,OH,Cleveland,41.49932,-81.6943605
2021-09-26," Worthington, OH, United States | Main Tournament | September 26, 2021",Stern Army - J&D's Place - Knockout,2021-09-26,2021,OH,Worthington,40.0931191,-83.017962
2021-09-26," Toledo, OH, United States | Main Tournament | September 26, 2021",The basement: toledo's geekeasy pinball,2021-09-26,2021,OH,Toledo,41.6528052,-83.5378674
2021-09-26," Cleveland, OH, United States | Main Tournament | September 26, 2021",Superelectric Pinball Battle,2021-09-26,2021,OH,Cleveland,41.49932,-81.6943605
2021-09-25," Columbus, OH, United States | Main Tournament | September 25, 2021",League Super Awesome Monthly Tournament Series,2021-09-25,2021,OH,Columbus,39.9625112,-83.0032218
2021-09-25," Middleburg Heights, OH, United States | Main Tournament | September 25, 2021",Southland Lanes Knockout,2021-09-25,2021,OH,Middleburg Heights,41.3614401,-81.812912
2021-09-24," Berea, OH, United States | Main Tournament | September 24, 2021",Kidforce Friday Night Knockout,2021-09-24,2021,OH,Berea,41.3661614,-81.8543026
2021-09-24," Columbus, OH, United States | Womens Division | September 24, 2021",Awesome Ladies Flipper Frenzy,2021-09-24,2021,OH,Columbus,39.9625112,-83.0032218
2021-09-21," Columbus, OH, United States | Main Tournament | September 21, 2021",Level One Tuesday Night Knockout,2021-09-21,2021,OH,Columbus,39.9625112,-83.0032218
2021-09-19," Worthington, OH, United States | Main Tournament | September 19, 2021",Stern Army - J&D's Place - Knockout,2021-09-19,2021,OH,Worthington,40.0931191,-83.017962
2021-09-18," Middleburg Heights, OH, United States | Main Tournament | September 18, 2021",TLG IFPA 2,2021-09-18,2021,OH,Middleburg Heights,41.3614401,-81.812912
2021-09-18," Columbus, OH, United States | Main Tournament | September 18, 2021",Level-1 Showdown,2021-09-18,2021,OH,Columbus,39.9625112,-83.0032218
2021-08-13," Columbus, OH, United States | League | August 13, 2021 to September 17, 2021",Mid Ohio Flipper Organization,2021-08-13,2021,OH,Columbus,39.9625112,-83.0032218
2021-09-16," Cleveland, OH, United States | Launch Party | September 16, 2021",The Mandalorian Launch Party,2021-09-16,2021,OH,Cleveland,41.49932,-81.6943605
2021-09-14," Columbus, OH, United States | Main Tournament | September 14, 2021",Level One Tuesday Night Knockout,2021-09-14,2021,OH,Columbus,39.9625112,-83.0032218
2021-09-09," Independence, OH, United States | Main Tournament | September 9, 2021 to September 12, 2021",Cleveland Pinball and Arcade Show Main Tournament,2021-09-09,2021,OH,Independence,41.3686645,-81.6379033
2021-09-12," Toledo, OH, United States | Main Tournament | September 12, 2021",The basement: toledo's geekeasy pinball,2021-09-12,2021,OH,Toledo,41.6528052,-83.5378674
2021-09-09," Independence, OH, United States | Classics | September 9, 2021 to September 11, 2021",Cleveland Pinball and Arcade Show Classics,2021-09-09,2021,OH,Independence,41.3686645,-81.6379033
2021-09-07," Columbus, OH, United States | Main Tournament | September 7, 2021",Level One Tuesday Night Knockout,2021-09-07,2021,OH,Columbus,39.9625112,-83.0032218
2021-09-03," Cincinnati, OH, United States | Launch Party | September 3, 2021","Stern Army Mandalorian Launch Party Cincinnati, OH",2021-09-03,2021,OH,Cincinnati,39.1031182,-84.5120196
2021-09-03," Berea, OH, United States | Main Tournament | September 3, 2021",Kidforce Friday Night Knockout,2021-09-03,2021,OH,Berea,41.3661614,-81.8543026
2021-09-03," Columbus, OH, United States | Main Tournament | September 3, 2021",It's Friday!,2021-09-03,2021,OH,Columbus,39.9625112,-83.0032218
2021-08-31," Columbus, OH, United States | Launch Party | August 31, 2021",L1 Mandalorian Launch Party,2021-08-31,2021,OH,Columbus,39.9625112,-83.0032218
2021-08-29," Toledo, OH, United States | Launch Party | August 29, 2021",Stern Army - The Mandalorian Launch Party,2021-08-29,2021,OH,Toledo,41.6528052,-83.5378674
2021-08-29," Cleveland, OH, United States | Main Tournament | August 29, 2021",Superelectric Pinball Battle,2021-08-29,2021,OH,Cleveland,41.49932,-81.6943605
2021-08-28," Worthington, OH, United States | Main Tournament | August 28, 2021",PELOTONIA FUNDRAISER - FLIPPER FRENZY,2021-08-28,2021,OH,Worthington,40.0931191,-83.017962
2021-08-28," Columbus, OH, United States | Main Tournament | August 28, 2021",Stern Army - Mandalorian Launch Party,2021-08-28,2021,OH,Columbus,39.9625112,-83.0032218
2021-08-28," Middleburg Heights, OH, United States | Main Tournament | August 28, 2021",TLG IFPA 1,2021-08-28,2021,OH,Middleburg Heights,41.3614401,-81.812912
2021-08-27," Berea, OH, United States | Main Tournament | August 27, 2021",Kidforce Friday Night Knockout,2021-08-27,2021,OH,Berea,41.3661614,-81.8543026
2021-08-27," Columbus, OH, United States | Womens Division | August 27, 2021",Awesome Ladies Flipper Frenzy,2021-08-27,2021,OH,Columbus,39.9625112,-83.0032218
2021-08-26," Middleburg Heights, OH, United States | Main Tournament | August 26, 2021",Southland Lanes Knockout,2021-08-26,2021,OH,Middleburg Heights,41.3614401,-81.812912
2021-08-25," Cleveland, OH, United States | Womens Division | August 25, 2021",Belles & Chimes CLE: Back at It,2021-08-25,2021,OH,Cleveland,41.49932,-81.6943605
2021-08-21," Ostrander, OH, United States | Main Tournament | August 21, 2021",Tilt Summer Thing Saturday Progressive Strike,2021-08-21,2021,OH,Ostrander,40.266172,-83.2126932
2021-08-20," Berea, OH, United States | Main Tournament | August 20, 2021",Kidforce Friday Night Knockout,2021-08-20,2021,OH,Berea,41.3661614,-81.8543026
2021-08-20," Ostrander, OH, United States | Pin-Golf | August 20, 2021",Tilt Summer Thing Friday Pingolf,2021-08-20,2021,OH,Ostrander,40.266172,-83.2126932
2021-08-15," Toledo, OH, United States | Main Tournament | August 15, 2021",The basement: toledo's geekeasy pinball,2021-08-15,2021,OH,Toledo,41.6528052,-83.5378674
2021-08-13," Berea, OH, United States | Main Tournament | August 13, 2021",Kidforce Friday Night Knockout,2021-08-13,2021,OH,Berea,41.3661614,-81.8543026
2021-08-06," Berea, OH, United States | Main Tournament | August 6, 2021",Kidforce Friday Night Knockout,2021-08-06,2021,OH,Berea,41.3661614,-81.8543026
2021-08-02," Middleburg Heights, OH, United States | Main Tournament | August 2, 2021",Southland Lanes Knockout,2021-08-02,2021,OH,Middleburg Heights,41.3614401,-81.812912
2021-08-01," Toledo, OH, United States | Main Tournament | August 1, 2021",The basement: toledo's geekeasy pinball,2021-08-01,2021,OH,Toledo,41.6528052,-83.5378674
2020-01-10," Columbus, OH, United States | League | January 10, 2020 to March 17, 2020",Mid Ohio Flipper Organization,2020-01-10,2020,OH,Columbus,39.9625112,-83.0032218
2019-08-24," Batavia, OH, United States | League | August 24, 2019 to March 17, 2020",Cincy Pinball League,2019-08-24,2019,OH,Batavia,39.0770072,-84.1768795
2020-01-27," Columbus, OH, United States | League | January 27, 2020 to March 16, 2020",Stern Army Silverball League,2020-01-27,2020,OH,Columbus,39.9625112,-83.0032218
2020-03-15," Toledo, OH, United States | Main Tournament | March 15, 2020",The basement: toledo's geekeasy pinball,2020-03-15,2020,OH,Toledo,41.6528052,-83.5378674
2020-03-13," Cincinnati, OH, United States | Main Tournament | March 13, 2020",Stern Army Arcade Legacy Bar Semi-Monthly #1,2020-03-13,2020,OH,Cincinnati,39.1031182,-84.5120196
2020-03-11," Middleburg Heights, OH, United States | Main Tournament | March 11, 2020",Southland Lanes Knockout,2020-03-11,2020,OH,Middleburg Heights,41.3614401,-81.812912
2020-03-10," Worthington, OH, United States | Main Tournament | March 10, 2020",Stern Army - J&D's Place - Knockout,2020-03-10,2020,OH,Worthington,40.0931191,-83.017962
2020-03-10," Cincinnati, OH, United States | Main Tournament | March 10, 2020",BC's Bottle Lodge 2nd Tuesday Monthly,2020-03-10,2020,OH,Cincinnati,39.1031182,-84.5120196
2020-03-08," Worthington, OH, United States | Launch Party | March 8, 2020",Stern Army Stranger Things Launch Party - Columbus,2020-03-08,2020,OH,Worthington,40.0931191,-83.017962
2020-01-05," Berea, OH, United States | Winter League | January 5, 2020 to March 8, 2020",Kidforce Collectibles Pinball League,2020-01-05,2020,OH,Berea,41.3661614,-81.8543026
2020-03-08," Toledo, OH, United States | Main Tournament | March 8, 2020",The basement: toledo's geekeasy pinball,2020-03-08,2020,OH,Toledo,41.6528052,-83.5378674
2020-03-07," Columbus, OH, United States | Main Tournament | March 7, 2020",Annual Bald and Pinball Charity Tournament,2020-03-07,2020,OH,Columbus,39.9625112,-83.0032218
2020-03-06," Berea, OH, United States | Main Tournament | March 6, 2020",Kidforce Friday Knockout,2020-03-06,2020,OH,Berea,41.3661614,-81.8543026
2020-03-03," Worthington, OH, United States | Main Tournament | March 3, 2020",Stern Army - J&D's Place - Knockout,2020-03-03,2020,OH,Worthington,40.0931191,-83.017962
2020-03-01," Toledo, OH, United States | Main Tournament | March 1, 2020",The basement: toledo's geekeasy pinball,2020-03-01,2020,OH,Toledo,41.6528052,-83.5378674
2020-02-29," Piqua, OH, United States | Womens Division | February 29, 2020 to March 1, 2020",24-Hour Belles Bunk-in,2020-02-29,2020,OH,Piqua,40.1447732,-84.2424449
2020-02-28," Worthington, OH, United States | Main Tournament | February 28, 2020",Stern Army - Flipper Frenzy!,2020-02-28,2020,OH,Worthington,40.0931191,-83.017962
2020-02-28," Cincinnati, OH, United States | Main Tournament | February 28, 2020",Stern Army Arcade Legacy Bar Semi-Monthly #2,2020-02-28,2020,OH,Cincinnati,39.1031182,-84.5120196
2020-02-28," Berea, OH, United States | Main Tournament | February 28, 2020",Kidforce Friday Knockout,2020-02-28,2020,OH,Berea,41.3661614,-81.8543026
2020-01-09," Columbus, OH, United States | League | January 9, 2020 to February 27, 2020",League Super Awesome,2020-01-09,2020,OH,Columbus,39.9625112,-83.0032218
2020-02-26," Cincinnati, OH, United States | Main Tournament | February 26, 2020",Ghost Town Showdown at Arcade Legacy,2020-02-26,2020,OH,Cincinnati,39.1031182,-84.5120196
2020-02-26," Middleburg Heights, OH, United States | Main Tournament | February 26, 2020",Southland Lanes Knockout,2020-02-26,2020,OH,Middleburg Heights,41.3614401,-81.812912
2020-02-25," Worthington, OH, United States | Main Tournament | February 25, 2020",Stern Army - J&D's Place - Knockout,2020-02-25,2020,OH,Worthington,40.0931191,-83.017962
2020-02-23," Toledo, OH, United States | Main Tournament | February 23, 2020",The basement: toledo's geekeasy pinball,2020-02-23,2020,OH,Toledo,41.6528052,-83.5378674
2020-02-23," Columbus, OH, United States | Juniors Division | February 23, 2020",Stern Army Level One Kids Pinball Tournament,2020-02-23,2020,OH,Columbus,39.9625112,-83.0032218
2020-02-23," Cleveland, OH, United States | Main Tournament | February 23, 2020",Superelectric Pinball Battle,2020-02-23,2020,OH,Cleveland,41.49932,-81.6943605
2020-02-22," Cleveland, OH, United States | Womens Division | February 22, 2020",Belles & Chimes CLE Galentine's Rumble,2020-02-22,2020,OH,Cleveland,41.49932,-81.6943605
2020-02-22," Columbus, OH, United States | Launch Party | February 22, 2020",Stern Army Stranger Things Women's Launch Party,2020-02-22,2020,OH,Columbus,39.9625112,-83.0032218
2020-02-22," Lima, OH, United States | Main Tournament | February 22, 2020",Stern Army Stranger Things Launch Party Lima Ohio,2020-02-22,2020,OH,Lima,40.742551,-84.1052256
2020-02-21," Berea, OH, United States | Main Tournament | February 21, 2020",Kidforce Friday Knockout,2020-02-21,2020,OH,Berea,41.3661614,-81.8543026
2020-02-21," Columbus, OH, United States | Womens Division | February 21, 2020",Spinner Sisters Monthly,2020-02-21,2020,OH,Columbus,39.9625112,-83.0032218
2020-02-19," Cleveland, OH, United States | Launch Party | February 19, 2020",Stranger Things Launch Party - Cleveland,2020-02-19,2020,OH,Cleveland,41.49932,-81.6943605
2020-02-18," Columbus, OH, United States | Main Tournament | February 18, 2020",Stern Army - Tuesday Blues Knockout Tournament,2020-02-18,2020,OH,Columbus,39.9625112,-83.0032218
2020-01-12," Worthington, OH, United States | League | January 12, 2020 to February 16, 2020",Stern Army - J&D's Place League,2020-01-12,2020,OH,Worthington,40.0931191,-83.017962
2020-02-16," Worthington, OH, United States | Womens Division | February 16, 2020",Belles & Chimes CMH Monthly Charity,2020-02-16,2020,OH,Worthington,40.0931191,-83.017962
2020-02-16," Toledo, OH, United States | Main Tournament | February 16, 2020",The basement: toledo's geekeasy pinball,2020-02-16,2020,OH,Toledo,41.6528052,-83.5378674
2020-02-15," Columbus, OH, United States | Launch Party | February 15, 2020",Stern Army Stranger Things Launch Party - Columbus,2020-02-15,2020,OH,Columbus,39.9625112,-83.0032218
2020-02-14," Worthington, OH, United States | Main Tournament | February 14, 2020",Stern Army - Flipper Frenzy!,2020-02-14,2020,OH,Worthington,40.0931191,-83.017962
2020-02-14," Cincinnati, OH, United States | Main Tournament | February 14, 2020",Stern Army Stranger Things launch - Cincinnati,2020-02-14,2020,OH,Cincinnati,39.1031182,-84.5120196
2020-02-14," Berea, OH, United States | Main Tournament | February 14, 2020",Kidforce Friday Knockout,2020-02-14,2020,OH,Berea,41.3661614,-81.8543026
2020-02-12," Middleburg Heights, OH, United States | Main Tournament | February 12, 2020",Southland Lanes Knockout,2020-02-12,2020,OH,Middleburg Heights,41.3614401,-81.812912
2020-02-11," Worthington, OH, United States | Main Tournament | February 11, 2020",Stern Army - J&D's Place - Knockout,2020-02-11,2020,OH,Worthington,40.0931191,-83.017962
2020-02-11," Cincinnati, OH, United States | Main Tournament | February 11, 2020",BC's Bottle Lodge 2nd Tuesday Monthly,2020-02-11,2020,OH,Cincinnati,39.1031182,-84.5120196
2020-02-09," Toledo, OH, United States | Main Tournament | February 9, 2020",The basement: toledo's geekeasy pinball,2020-02-09,2020,OH,Toledo,41.6528052,-83.5378674
2020-02-09," Dayton, OH, United States | Main Tournament | February 9, 2020",Canal Street Rumble,2020-02-09,2020,OH,Dayton,39.7592225,-84.1936144
2020-02-07," Berea, OH, United States | Main Tournament | February 7, 2020",Kidforce Friday Knockout,2020-02-07,2020,OH,Berea,41.3661614,-81.8543026
2020-02-04," Worthington, OH, United States | Main Tournament | February 4, 2020",Stern Army - J&D's Place - Knockout,2020-02-04,2020,OH,Worthington,40.0931191,-83.017962
2020-02-02," Toledo, OH, United States | Main Tournament | February 2, 2020",The basement: toledo's geekeasy pinball,2020-02-02,2020,OH,Toledo,41.6528052,-83.5378674
2020-02-01," Columbus, OH, United States | Main Tournament | February 1, 2020",League Super Awesome Monthly Tournament Series,2020-02-01,2020,OH,Columbus,39.9625112,-83.0032218
2020-01-31," Worthington, OH, United States | Main Tournament | January 31, 2020",Stern Army - Flipper Frenzy!,2020-01-31,2020,OH,Worthington,40.0931191,-83.017962
2020-01-31," Cincinnati, OH, United States | Main Tournament | January 31, 2020",Stern Army Arcade Legacy Bar Semi-Monthly #2,2020-01-31,2020,OH,Cincinnati,39.1031182,-84.5120196
2020-01-31," Berea, OH, United States | Main Tournament | January 31, 2020",Kidforce Friday Knockout,2020-01-31,2020,OH,Berea,41.3661614,-81.8543026
2020-01-31," Columbus, OH, United States | Main Tournament | January 31, 2020",It It Friday!,2020-01-31,2020,OH,Columbus,39.9625112,-83.0032218
2020-01-29," Cincinnati, OH, United States | Main Tournament | January 29, 2020",Ghost Town Showdown at Arcade Legacy,2020-01-29,2020,OH,Cincinnati,39.1031182,-84.5120196
2020-01-28," Worthington, OH, United States | Main Tournament | January 28, 2020",Stern Army - J&D's Place - Knockout,2020-01-28,2020,OH,Worthington,40.0931191,-83.017962
2020-01-26," Toledo, OH, United States | Main Tournament | January 26, 2020",The basement: toledo's geekeasy pinball,2020-01-26,2020,OH,Toledo,41.6528052,-83.5378674
2020-01-26," Cleveland, OH, United States | Main Tournament | January 26, 2020",Superelectric Pinball Battle,2020-01-26,2020,OH,Cleveland,41.49932,-81.6943605
2020-01-24," Berea, OH, United States | Main Tournament | January 24, 2020",Kidforce Friday Knockout,2020-01-24,2020,OH,Berea,41.3661614,-81.8543026
2020-01-24," Columbus, OH, United States | Main Tournament | January 24, 2020",It Is Friday!,2020-01-24,2020,OH,Columbus,39.9625112,-83.0032218
2020-01-24," Batavia, OH, United States | A Division | January 24, 2020",Tri-State Pinball League PinCave Monthly,2020-01-24,2020,OH,Batavia,39.0770072,-84.1768795
2020-01-22," Middleburg Heights, OH, United States | Main Tournament | January 22, 2020",Southland Lanes Knockout,2020-01-22,2020,OH,Middleburg Heights,41.3614401,-81.812912
2020-01-21," Worthington, OH, United States | Main Tournament | January 21, 2020",Stern Army - J&D's Place - Knockout,2020-01-21,2020,OH,Worthington,40.0931191,-83.017962
2020-01-21," Cleveland, OH, United States | Main Tournament | January 21, 2020",Super Knock-Out!,2020-01-21,2020,OH,Cleveland,41.49932,-81.6943605
2020-01-19," Toledo, OH, United States | Main Tournament | January 19, 2020",The basement: toledo's geekeasy pinball,2020-01-19,2020,OH,Toledo,41.6528052,-83.5378674
2020-01-19," Columbus, OH, United States | Womens Division | January 19, 2020",Ohio State Women's Pinball Championship,2020-01-19,2020,OH,Columbus,39.9625112,-83.0032218
2020-01-18," Columbus, OH, United States | Main Tournament | January 18, 2020",IFPA Ohio State Pinball Championship,2020-01-18,2020,OH,Columbus,39.9625112,-83.0032218
2020-01-17," Worthington, OH, United States | Main Tournament | January 17, 2020",Stern Army - Flipper Frenzy!,2020-01-17,2020,OH,Worthington,40.0931191,-83.017962
2020-01-17," Berea, OH, United States | Main Tournament | January 17, 2020",Kidforce Friday Knockout,2020-01-17,2020,OH,Berea,41.3661614,-81.8543026
2020-01-17," Columbus, OH, United States | Main Tournament | January 17, 2020",It Is Friday!,2020-01-17,2020,OH,Columbus,39.9625112,-83.0032218
2020-01-17," Columbus, OH, United States | Womens Division | January 17, 2020",Spinner Sisters Monthly,2020-01-17,2020,OH,Columbus,39.9625112,-83.0032218
2020-01-14," Worthington, OH, United States | Main Tournament | January 14, 2020",Stern Army - J&D's Place - Knockout,2020-01-14,2020,OH,Worthington,40.0931191,-83.017962
2020-01-14," Cleveland, OH, United States | Main Tournament | January 14, 2020",Super Knock-Out!,2020-01-14,2020,OH,Cleveland,41.49932,-81.6943605
2020-01-12," Toledo, OH, United States | Main Tournament | January 12, 2020",The basement: toledo's geekeasy pinball,2020-01-12,2020,OH,Toledo,41.6528052,-83.5378674
2020-01-12," Dayton, OH, United States | Main Tournament | January 12, 2020",Canal Street Rumble,2020-01-12,2020,OH,Dayton,39.7592225,-84.1936144
2020-01-10," Cincinnati, OH, United States | Main Tournament | January 10, 2020",Stern Army Arcade Legacy Bar Semi-Monthly #1,2020-01-10,2020,OH,Cincinnati,39.1031182,-84.5120196
2020-01-10," Berea, OH, United States | Main Tournament | January 10, 2020",Kidforce Friday Knockout,2020-01-10,2020,OH,Berea,41.3661614,-81.8543026
2019-12-01," Worthington, OH, United States | Main Tournament | December 1, 2019 to January 8, 2020",J&D's Selfie Tournament,2019-12-01,2019,OH,Worthington,40.0931191,-83.017962
2020-01-08," Middleburg Heights, OH, United States | Main Tournament | January 8, 2020",Southland Lanes Knockout,2020-01-08,2020,OH,Middleburg Heights,41.3614401,-81.812912
2020-01-08," Toledo, OH, United States | Womens Division | January 8, 2020",The Basement Women's Tournament,2020-01-08,2020,OH,Toledo,41.6528052,-83.5378674
2020-01-07," Cleveland, OH, United States | Main Tournament | January 7, 2020",Super Knock-Out!,2020-01-07,2020,OH,Cleveland,41.49932,-81.6943605
2020-01-06," Columbus, OH, United States | Main Tournament | January 6, 2020",Stern Army Monday Night Knockout Series,2020-01-06,2020,OH,Columbus,39.9625112,-83.0032218
2020-01-05," Toledo, OH, United States | Main Tournament | January 5, 2020",The basement: toledo's geekeasy pinball,2020-01-05,2020,OH,Toledo,41.6528052,-83.5378674
2020-01-03," Berea, OH, United States | Main Tournament | January 3, 2020",Kidforce Friday Knockout,2020-01-03,2020,OH,Berea,41.3661614,-81.8543026
2020-01-03," Columbus, OH, United States | Juniors Division | January 3, 2020",Level One Kids Winter Break Pinball Tournament,2020-01-03,2020,OH,Columbus,39.9625112,-83.0032218
2020-01-01," Columbus, OH, United States | Main Tournament | January 1, 2020",League Super Awesome New Years Day Tournament!,2020-01-01,2020,OH,Columbus,39.9625112,-83.0032218
2019-12-31," Worthington, OH, United States | Main Tournament | December 31, 2019",Stern Army - NYE Match Play - J&D's Place,2019-12-31,2019,OH,Worthington,40.0931191,-83.017962
2019-12-30," Columbus, OH, United States | Main Tournament | December 30, 2019",Stern Army Monday Night Knockout Series,2019-12-30,2019,OH,Columbus,39.9625112,-83.0032218
2019-12-29," Worthington, OH, United States | Womens Division | December 29, 2019",Belles and Chimes Pajama Party,2019-12-29,2019,OH,Worthington,40.0931191,-83.017962
2019-12-29," Toledo, OH, United States | Main Tournament | December 29, 2019",The basement: toledo's geekeasy pinball,2019-12-29,2019,OH,Toledo,41.6528052,-83.5378674
2019-12-29," Cleveland, OH, United States | Main Tournament | December 29, 2019",Superelectric Pinball Battle,2019-12-29,2019,OH,Cleveland,41.49932,-81.6943605
2019-12-28," Akron, OH, United States | Main Tournament | December 28, 2019",Stonehedge Saturday Tournaments,2019-12-28,2019,OH,Akron,41.081199,-81.5188377
2019-12-28," Columbus, OH, United States | Main Tournament | December 28, 2019",League Super Awesome Monthly Tournament Series,2019-12-28,2019,OH,Columbus,39.9625112,-83.0032218
2019-12-27," Cincinnati, OH, United States | Main Tournament | December 27, 2019",Stern Army - Arcade Legacy Bar Edition Semi-Monthly,2019-12-27,2019,OH,Cincinnati,39.1031182,-84.5120196
2019-12-27," Berea, OH, United States | Main Tournament | December 27, 2019",Kidforce Friday Knockout,2019-12-27,2019,OH,Berea,41.3661614,-81.8543026
2019-12-27," Columbus, OH, United States | Main Tournament | December 27, 2019",It Is Friday!,2019-12-27,2019,OH,Columbus,39.9625112,-83.0032218
2019-12-23," Columbus, OH, United States | Main Tournament | December 23, 2019",Stern Army Monday Night Knockout Series,2019-12-23,2019,OH,Columbus,39.9625112,-83.0032218
2019-12-22," Toledo, OH, United States | Main Tournament | December 22, 2019",The basement: toledo's geekeasy pinball,2019-12-22,2019,OH,Toledo,41.6528052,-83.5378674
2019-10-03," New Albany, OH, United States | League | October 3, 2019 to December 21, 2019",Mid Ohio Flipper Organization,2019-10-03,2019,OH,New Albany,40.0821602,-82.8100923
2019-12-20," Berea, OH, United States | Main Tournament | December 20, 2019",Kidforce Friday Night Knockouts,2019-12-20,2019,OH,Berea,41.3661614,-81.8543026
2019-12-20," Columbus, OH, United States | Main Tournament | December 20, 2019",It Is Friday!,2019-12-20,2019,OH,Columbus,39.9625112,-83.0032218
2019-12-20," Columbus, OH, United States | Womens Division | December 20, 2019",Spinner Sisters Monthly,2019-12-20,2019,OH,Columbus,39.9625112,-83.0032218
2019-10-28," Cleveland, OH, United States | League | October 28, 2019 to December 18, 2019",Cleveland Pinball League,2019-10-28,2019,OH,Cleveland,41.49932,-81.6943605
2019-12-18," Columbus, OH, United States | Womens Division | December 18, 2019",Belles & Chimes Columbus Island of Misfit Toys Pi,2019-12-18,2019,OH,Columbus,39.9625112,-83.0032218
2019-12-16," Columbus, OH, United States | Main Tournament | December 16, 2019",Stern Army Monday Night Knockout Series,2019-12-16,2019,OH,Columbus,39.9625112,-83.0032218
2019-12-15," Middleburg Heights, OH, United States | Womens Division | December 15, 2019",Belles & Chimes CLE Holiday Bash 2019,2019-12-15,2019,OH,Middleburg Heights,41.3614401,-81.812912
